0.71140,0.12150,0.00692,0.32664,0.83234,0.56085,0.64662,0.46568,0.32106,0.67222,0.96112,0.14250,0.05273,0.29722,0.87729,0.26833,0.37675,0.91718,0.32925,0.92178,0.28698,0.89376,0.72797,0.56729,0.83287,0.60912,0.12363,0.50550,0.08440,0.54270,0.59756,0.76521,0.91790,0.24618,0.06660,0.66483,0.86993,0.06457,0.60710,0.08473,0.38204,0.77522,0.24154,0.20561,0.74529,0.99127,0.24729,0.17083,0.90366,0.03314,0.99105,0.48486,0.47208,0.84397,0.48125,0.35903,0.12492,0.13819,0.41053,0.60582,0.82776,0.41048,0.76218,0.93641,0.50784,0.73712,0.58689,0.45453,0.16497,0.70599,0.43769,0.76187,0.41493,0.09899,0.81516,0.14150,0.25562,0.59823,0.89140,0.52238,0.06935,0.23210,0.72596,0.00487,0.48101,0.49530,0.24301,0.99783,0.57000,0.65103,0.20285,0.50976,0.59385,0.48678,0.99204,0.15977,0.96037,0.50949,0.59391,0.66796
0.78411,0.93835,0.16552,0.14394,0.31810,0.78019,0.65295,0.68111,0.24481,0.99766,0.49103,0.57744,0.30518,0.86945,0.71876,0.97349,0.49966,0.95702,0.46160,0.59973,0.08874,0.29498,0.99892,0.13392,0.55821,0.12183,0.34805,0.07901,0.56776,0.90305,0.31333,0.35736,0.14184,0.39525,0.02665,0.59822,0.38496,0.01010,0.01393,0.23959,0.13534,0.20188,0.88636,0.02733,0.16113,0.08712,0.35038,0.11908,0.03219,0.51814,0.98774,0.29784,0.51906,0.87372,0.55088,0.76121,0.08603,0.61201,0.12557,0.36647,0.28340,0.57565,0.49825,0.09899,0.30575,0.17901,0.39895,0.15529,0.73529,0.47331,0.95598,0.30067,0.50721,0.70310,0.10471,0.16477,0.44089,0.13597,0.20866,0.98880,0.89047,0.57222,0.73005,0.59067,0.43089,0.37868,0.03742,0.26047,0.76373,0.00545,0.33648,0.16705,0.49752,0.18284,0.67781,0.19191,0.86218,0.26156,0.10768,0.30679
0.48192,0.99904,0.79667,0.87930,0.60009,0.42588,0.81950,0.04737,0.21640,0.01691,0.49771,0.47028,0.13985,0.76170,0.81980,0.82562,0.02179,0.98996,0.53951,0.33693,0.29958,0.36315,0.55909,0.15093,0.04342,0.11808,0.58746,0.37214,0.11737,0.97636,0.76836,0.12459,0.49305,0.98921,0.75316,0.35762,0.77704,0.72903,0.83020,0.04859,0.86752,0.13316,0.81560,0.44960,0.36340,0.18277,0.87194,0.69448,0.28589,0.09675,0.42285,0.50817,0.89555,0.82274,0.80902,0.58980,0.50850,0.38623,0.10450,0.07014,0.46009,0.39971,0.76940,0.12108,0.68289,0.07658,0.56497,0.31486,0.84702,0.28115,0.26269,0.72528,0.97185,0.28224,0.55925,0.33088,0.53641,0.89185,0.51145,0.73095,0.55977,0.68990,0.88360,0.84607,0.55984,0.26386,0.15469,0.63199,0.15041,0.50050,0.41398,0.59682,0.43591,0.96022,0.12375,0.65037,0.66157,0.18041,0.01712,0.38561
0.96348,0.99962,0.12819,0.76564,0.68814,0.76491,0.25515,0.10524,0.90539,0.47980,0.38145,0.00069,0.88113,0.43795,0.59254,0.57898,0.00652,0.76521,0.51054,0.61509,0.58579,0.62030,0.75585,0.37831,0.79029,0.83697,0.47950,0.97180,0.92119,0.10141,0.53464,0.46015,0.55004,0.18226,0.28347,0.40462,0.59966,0.29411,0.25853,0.49594,0.32659,0.84116,0.62001,0.90943,0.67497,0.06761,0.78963,0.57126,0.29771,0.10575,0.25726,0.31320,0.60636,0.54535,0.21896,0.28385,0.06045,0.89790,0.36999,0.86085,0.47322,0.30514,0.73191,0.14228,0.78235,0.28031,0.23274,0.87151,0.05679,0.08994,0.85936,0.19871,0.94847,0.39126,0.52701,0.08946,0.54704,0.78187,0.11422,0.93395,0.81720,0.20110,0.27601,0.15822,0.62290,0.31962,0.06103,0.30590,0.51987,0.18584,0.11590,0.16250,0.64798,0.07822,0.72606,0.83699,0.75602,0.20460,0.82771,0.19204
0.71149,0.14019,0.87073,0.25080,0.52600,0.17097,0.29859,0.73052,0.09134,0.62150,0.65029,0.95868,0.29037,0.48609,0.09167,0.02342,0.76756,0.82409,0.97051,0.48463,0.16242,0.93204,0.98712,0.90045,0.17363,0.93768,0.67379,0.63926,0.87723,0.31406,0.82775,0.37066,0.31319,0.95744,0.36326,0.97908,0.75991,0.67670,0.00363,0.21185,0.64539,0.39443,0.71682,0.77708,0.61763,0.86233,0.04851,0.47416,0.88326,0.13873,0.59767,0.32124,0.76616,0.99187,0.48939,0.06111,0.20600,0.89579,0.20316,0.17703,0.54773,0.04356,0.76694,0.65179,0.68765,0.65623,0.37013,0.90877,0.55681,0.13990,0.24057,0.63842,0.36418,0.71979,0.70589,0.73735,0.44431,0.64086,0.76690,0.38598,0.28925,0.40649,0.69362,0.30789,0.32991,0.33606,0.48086,0.04329,0.95980,0.86508,0.07554,0.55246,0.85267,0.89634,0.26372,0.15984,0.20279,0.31467,0.91466,0.70194
0.37712,0.32537,0.98366,0.40877,0.72063,0.66811,0.30569,0.72021,0.57202,0.43521,0.94378,0.80147,0.88630,0.08596,0.43144,0.98667,0.30867,0.25475,0.26337,0.22432,0.68697,0.61066,0.67826,0.32751,0.78137,0.71755,0.92470,0.32867,0.04713,0.27749,0.75552,0.50339,0.55921,0.93934,0.15632,0.62156,0.27486,0.30554,0.74513,0.00653,0.87005,0.12103,0.92576,0.00037,0.13240,0.68803,0.12367,0.82164,0.89767,0.66500,0.98240,0.43482,0.27698,0.12896,0.50560,0.64686,0.36425,0.71173,0.62833,0.79737,0.16414,0.42454,0.31700,0.61999,0.94567,0.73683,0.97626,0.95118,0.59726,0.19490,0.57775,0.00034,0.52637,0.00335,0.90086,0.11530,0.27813,0.60708,0.00673,0.61391,0.33329,0.49274,0.72582,0.82910,0.41199,0.96190,0.95212,0.10907,0.04368,0.12171,0.73952,0.96126,0.23575,0.74366,0.42932,0.25776,0.04329,0.17376,0.51477,0.10569
0.31835,0.49757,0.27098,0.06790,0.93880,0.83834,0.61199,0.00298,0.67315,0.48379,0.60588,0.39878,0.47747,0.68516,0.17553,0.31425,0.96550,0.42614,0.25130,0.30955,0.03240,0.14461,0.50530,0.60636,0.53698,0.20855,0.19074,0.94314,0.16710,0.39703,0.55832,0.14964,0.22787,0.61489,0.97497,0.50696,0.20900,0.69143,0.07096,0.73722,0.18381,0.02280,0.82785,0.98215,0.44064,0.22925,0.19815,0.09424,0.17752,0.14226,0.22484,0.24837,0.46007,0.81505,0.46353,0.53574,0.49820,0.14486,0.56717,0.91918,0.87682,0.65558,0.13488,0.56756,0.18063,0.29777,0.96325,0.91192,0.96701,0.35674,0.94485,0.67682,0.12193,0.30244,0.62335,0.46829,0.36537,0.52900,0.20765,0.21895,0.41697,0.12223,0.78548,0.22303,0.19111,0.47139,0.14202,0.64312,0.57371,0.73658,0.17647,0.00846,0.16402,0.89664,0.06550,0.15105,0.98057,0.92779,0.03583,0.06479
0.88935,0.96546,0.80793,0.15592,0.40913,0.78534,0.30659,0.45474,0.96860,0.91295,0.25099,0.04456,0.77439,0.47960,0.71910,0.73880,0.74138,0.45499,0.11515,0.31973,0.20412,0.03637,0.08797,0.10112,0.86722,0.76316,0.63468,0.50641,0.66371,0.63598,0.16696,0.07794,0.61326,0.88241,0.72697,0.41788,0.62292,0.84181,0.38990,0.30512,0.34981,0.62212,0.23658,0.87152,0.22467,0.05142,0.33213,0.01047,0.61100,0.44090,0.72595,0.21285,0.28739,0.58927,0.91532,0.10781,0.33046,0.01644,0.84256,0.80164,0.71137,0.98411,0.48931,0.14655,0.23931,0.40435,0.11176,0.66043,0.72413,0.57518,0.23688,0.26170,0.06390,0.97706,0.69193,0.90880,0.30784,0.00447,0.86206,0.94923,0.82712,0.42055,0.37482,0.61840,0.59246,0.45147,0.50692,0.62498,0.28455,0.37316,0.50812,0.09564,0.36225,0.57080,0.77926,0.90329,0.13843,0.39168,0.09018,0.65291
0.29269,0.08838,0.08193,0.56441,0.94554,0.40766,0.13486,0.44400,0.90480,0.12378,0.07286,0.38234,0.19728,0.69240,0.81098,0.31665,0.27255,0.10846,0.53601,0.12374,0.05227,0.93904,0.67616,0.45558,0.12066,0.58437,0.98957,0.37439,0.11934,0.73365,0.09136,0.29878,0.14442,0.23979,0.11434,0.58609,0.09843,0.46273,0.33728,0.65459,0.61238,0.54341,0.45986,0.00981,0.66752,0.39293,0.14752,0.28427,0.54361,0.55695,0.45275,0.45696,0.27731,0.25184,0.80077,0.93309,0.17723,0.81945,0.73082,0.56666,0.28259,0.95825,0.90491,0.89449,0.64662,0.79727,0.12188,0.44329,0.53544,0.43014,0.51451,0.84402,0.28884,0.41022,0.81925,0.77034,0.55085,0.00815,0.32870,0.23205,0.55328,0.41965,0.35101,0.80707,0.86718,0.93887,0.80987,0.66649,0.56175,0.10558,0.24823,0.54037,0.43889,0.11947,0.67863,0.38249,0.45152,0.75351,0.02865,0.52431
0.67952,0.18504,0.68009,0.64803,0.54520,0.38493,0.23995,0.72426,0.46427,0.86880,0.07801,0.55741,0.18448,0.67419,0.22150,0.31011,0.22123,0.77676,0.18784,0.02721,0.37725,0.77688,0.50632,0.96853,0.94495,0.76787,0.82861,0.60905,0.40786,0.11735,0.32091,0.51087,0.36383,0.82631,0.88607,0.77523,0.49698,0.14188,0.14717,0.47215,0.77841,0.78552,0.97382,0.96397,0.08405,0.27321,0.08486,0.30821,0.15122,0.01452,0.17521,0.50986,0.45495,0.84071,0.26618,0.05041,0.27013,0.76768,0.55945,0.04862,0.94592,0.41786,0.31949,0.94002,0.39755,0.97774,0.63097,0.78480,0.31759,0.08342,0.83653,0.09580,0.03849,0.65987,0.05704,0.79409,0.26956,0.42031,0.91668,0.14737,0.69601,0.00742,0.68882,0.97118,0.69975,0.42631,0.04061,0.84648,0.74958,0.78464,0.77673,0.49085,0.41689,0.43918,0.01207,0.68302,0.54480,0.59039,0.24961,0.00663
